,open_time,open_price,high_price,low_price,close_price,volume
0,2024-03-21 09:00:00,189.03000000,192.31000000,188.71000000,190.38000000,312443.25000000
1,2024-03-21 10:00:00,190.38000000,191.68000000,188.20000000,188.55000000,264506.89000000
2,2024-03-21 11:00:00,188.56000000,191.60000000,187.84000000,187.91000000,375503.70000000
3,2024-03-21 12:00:00,187.91000000,189.72000000,185.01000000,187.61000000,302002.53000000
4,2024-03-21 13:00:00,187.61000000,189.90000000,186.98000000,189.11000000,198395.56000000
5,2024-03-21 14:00:00,189.11000000,191.06000000,188.13000000,189.13000000,250168.87000000
6,2024-03-21 15:00:00,189.13000000,191.25000000,189.08000000,189.51000000,280151.17000000
7,2024-03-21 16:00:00,189.51000000,191.43000000,187.15000000,187.26000000,342409.60000000
8,2024-03-21 17:00:00,187.25000000,190.65000000,186.57000000,187.86000000,299717.32000000
9,2024-03-21 18:00:00,187.86000000,188.18000000,183.80000000,185.32000000,520422.76000000
10,2024-03-21 19:00:00,185.32000000,187.32000000,183.33000000,186.42000000,282266.68000000
11,2024-03-21 20:00:00,186.42000000,187.95000000,180.07000000,181.08000000,548710.91000000
12,2024-03-21 21:00:00,181.08000000,181.82000000,177.19000000,178.51000000,538754.55000000
13,2024-03-21 22:00:00,178.51000000,179.37000000,177.03000000,177.91000000,346267.00000000
14,2024-03-21 23:00:00,177.91000000,182.08000000,175.84000000,179.54000000,437048.25000000
15,2024-03-22 00:00:00,179.54000000,180.00000000,177.38000000,179.79000000,170516.06000000
16,2024-03-22 01:00:00,179.79000000,181.47000000,178.19000000,178.31000000,266391.81000000
17,2024-03-22 02:00:00,178.31000000,179.96000000,178.23000000,179.46000000,136847.95000000
18,2024-03-22 03:00:00,179.46000000,181.95000000,177.78000000,179.00000000,305114.34000000
19,2024-03-22 04:00:00,178.99000000,179.71000000,174.18000000,174.47000000,335404.67000000
20,2024-03-22 05:00:00,174.47000000,176.19000000,173.94000000,175.99000000,201081.42000000
21,2024-03-22 06:00:00,175.98000000,179.80000000,175.96000000,179.06000000,303223.80000000
22,2024-03-22 07:00:00,179.07000000,179.96000000,177.11000000,179.21000000,237133.79000000
23,2024-03-22 08:00:00,179.21000000,180.22000000,177.66000000,179.64000000,206973.98000000
24,2024-03-22 09:00:00,179.64000000,180.89000000,178.75000000,180.42000000,236977.91000000
25,2024-03-22 10:00:00,180.42000000,180.43000000,178.28000000,179.08000000,189910.29000000
26,2024-03-22 11:00:00,179.07000000,180.20000000,176.65000000,177.23000000,197768.63000000
27,2024-03-22 12:00:00,177.23000000,178.21000000,175.78000000,176.20000000,227992.26000000
28,2024-03-22 13:00:00,176.20000000,176.81000000,174.10000000,174.52000000,279723.00000000
29,2024-03-22 14:00:00,174.53000000,175.20000000,171.62000000,172.05000000,315022.63000000
30,2024-03-22 15:00:00,172.05000000,173.99000000,171.22000000,172.94000000,298309.57000000
31,2024-03-22 16:00:00,172.93000000,173.77000000,168.16000000,169.19000000,543687.84000000
32,2024-03-22 17:00:00,169.19000000,170.19000000,167.57000000,168.57000000,447769.73000000
33,2024-03-22 18:00:00,168.58000000,173.27000000,168.36000000,171.66000000,456198.02000000
34,2024-03-22 19:00:00,171.67000000,171.71000000,168.78000000,170.39000000,281924.23000000
35,2024-03-22 20:00:00,170.39000000,172.68000000,170.13000000,172.10000000,151828.60000000
36,2024-03-22 21:00:00,172.10000000,173.26000000,171.17000000,172.19000000,129664.89000000
37,2024-03-22 22:00:00,172.19000000,173.66000000,170.94000000,172.81000000,119936.69000000
38,2024-03-22 23:00:00,172.81000000,173.26000000,170.56000000,171.16000000,115119.05000000
39,2024-03-23 00:00:00,171.16000000,171.27000000,168.43000000,170.27000000,201821.18000000
40,2024-03-23 01:00:00,170.28000000,170.83000000,168.20000000,170.31000000,143630.33000000
41,2024-03-23 02:00:00,170.31000000,175.22000000,170.24000000,175.21000000,225890.04000000
42,2024-03-23 03:00:00,175.21000000,175.42000000,173.61000000,173.72000000,275155.13000000
43,2024-03-23 04:00:00,173.71000000,178.14000000,173.71000000,176.77000000,235623.70000000
44,2024-03-23 05:00:00,176.77000000,177.00000000,174.06000000,174.99000000,224339.46000000
45,2024-03-23 06:00:00,174.98000000,175.03000000,170.38000000,171.90000000,240768.04000000
46,2024-03-23 07:00:00,171.89000000,173.26000000,171.67000000,172.07000000,97179.67000000
