,open_time,open_price,high_price,low_price,close_price,volume
0,2024-02-08 19:00:00,104.83000000,104.92000000,102.10000000,102.95000000,353162.51000000
1,2024-02-08 20:00:00,102.94000000,103.44000000,102.22000000,102.42000000,286414.29000000
2,2024-02-08 21:00:00,102.42000000,102.88000000,101.75000000,102.69000000,162656.14000000
3,2024-02-08 22:00:00,102.69000000,103.00000000,102.08000000,102.31000000,132377.38000000
4,2024-02-08 23:00:00,102.30000000,103.12000000,102.30000000,102.97000000,159260.19000000
5,2024-02-09 00:00:00,102.96000000,103.40000000,102.52000000,102.71000000,118412.29000000
6,2024-02-09 01:00:00,102.69000000,102.98000000,102.36000000,102.63000000,61701.97000000
7,2024-02-09 02:00:00,102.63000000,103.23000000,102.59000000,102.76000000,104321.06000000
8,2024-02-09 03:00:00,102.77000000,103.70000000,102.76000000,103.31000000,140256.60000000
9,2024-02-09 04:00:00,103.31000000,104.00000000,103.10000000,103.97000000,132800.32000000
10,2024-02-09 05:00:00,103.97000000,105.75000000,103.81000000,105.63000000,366688.72000000
11,2024-02-09 06:00:00,105.63000000,105.77000000,104.26000000,104.35000000,334160.01000000
12,2024-02-09 07:00:00,104.34000000,104.84000000,103.78000000,104.38000000,187591.10000000
13,2024-02-09 08:00:00,104.38000000,105.10000000,104.11000000,105.04000000,104007.89000000
14,2024-02-09 09:00:00,105.05000000,105.09000000,104.45000000,104.77000000,108232.29000000
15,2024-02-09 10:00:00,104.76000000,105.74000000,104.73000000,105.28000000,183836.88000000
16,2024-02-09 11:00:00,105.28000000,106.22000000,105.13000000,106.21000000,213538.16000000
17,2024-02-09 12:00:00,106.21000000,106.40000000,104.72000000,105.23000000,278365.37000000
18,2024-02-09 13:00:00,105.22000000,105.60000000,105.00000000,105.48000000,144711.51000000
19,2024-02-09 14:00:00,105.48000000,106.13000000,103.88000000,105.89000000,411498.86000000
20,2024-02-09 15:00:00,105.89000000,107.00000000,105.31000000,105.71000000,482999.79000000
21,2024-02-09 16:00:00,105.71000000,105.97000000,104.84000000,105.93000000,455688.75000000
22,2024-02-09 17:00:00,105.93000000,106.50000000,104.45000000,104.90000000,439570.19000000
23,2024-02-09 18:00:00,104.92000000,105.80000000,104.06000000,105.64000000,387243.56000000
24,2024-02-09 19:00:00,105.64000000,106.00000000,104.34000000,104.97000000,333533.20000000
25,2024-02-09 20:00:00,104.98000000,105.49000000,104.71000000,105.27000000,149874.00000000
26,2024-02-09 21:00:00,105.27000000,106.48000000,105.15000000,105.71000000,335176.74000000
27,2024-02-09 22:00:00,105.71000000,105.95000000,104.86000000,104.99000000,268999.37000000
28,2024-02-09 23:00:00,104.99000000,105.44000000,104.83000000,105.13000000,173923.92000000
29,2024-02-10 00:00:00,105.13000000,108.98000000,105.05000000,108.90000000,526300.18000000
30,2024-02-10 01:00:00,108.91000000,109.13000000,107.74000000,107.88000000,315138.51000000
31,2024-02-10 02:00:00,107.87000000,108.25000000,106.71000000,106.94000000,212622.53000000
32,2024-02-10 03:00:00,106.94000000,108.20000000,106.86000000,107.60000000,167022.02000000
33,2024-02-10 04:00:00,107.59000000,109.14000000,107.39000000,108.80000000,197088.36000000
34,2024-02-10 05:00:00,108.80000000,109.88000000,108.72000000,109.30000000,246725.09000000
35,2024-02-10 06:00:00,109.29000000,110.71000000,109.27000000,110.67000000,277415.48000000
36,2024-02-10 07:00:00,110.67000000,110.86000000,109.79000000,110.16000000,197745.46000000
37,2024-02-10 08:00:00,110.16000000,110.44000000,109.84000000,110.11000000,137704.24000000
38,2024-02-10 09:00:00,110.12000000,110.14000000,108.76000000,108.96000000,159207.73000000
39,2024-02-10 10:00:00,108.96000000,109.30000000,108.67000000,108.87000000,126998.35000000
40,2024-02-10 11:00:00,108.86000000,109.65000000,108.17000000,108.19000000,149437.46000000
41,2024-02-10 12:00:00,108.19000000,109.18000000,108.12000000,108.99000000,220781.01000000
42,2024-02-10 13:00:00,108.99000000,109.07000000,107.22000000,107.36000000,284843.55000000
43,2024-02-10 14:00:00,107.37000000,108.40000000,107.24000000,108.14000000,161282.07000000
44,2024-02-10 15:00:00,108.14000000,108.18000000,107.45000000,107.81000000,105195.02000000
45,2024-02-10 16:00:00,107.81000000,108.09000000,107.15000000,108.04000000,145451.65000000
46,2024-02-10 17:00:00,108.05000000,108.70000000,107.97000000,108.26000000,158963.71000000
47,2024-02-10 18:00:00,108.26000000,108.81000000,108.20000000,108.53000000,106781.91000000
48,2024-02-10 19:00:00,108.54000000,108.70000000,107.93000000,108.43000000,87553.46000000
49,2024-02-10 20:00:00,108.43000000,108.69000000,107.77000000,107.85000000,90247.06000000
50,2024-02-10 21:00:00,107.84000000,109.53000000,107.80000000,109.20000000,149206.95000000
51,2024-02-10 22:00:00,109.21000000,109.58000000,108.89000000,109.19000000,139634.07000000
52,2024-02-10 23:00:00,109.18000000,110.42000000,108.75000000,109.30000000,192639.06000000
